Date,Product Name,Batch No,Expiry Date,Quantity,MRP (₹),GST (%),GST Amount (₹),Amount (₹),Month_Date,Sales Type
2025-06-03,Becosules,920,2026-04-01,9,60.49,12.0,58.32964286,544.41,2025-06-01,Prescription
2025-06-03,Prednisolone 10mg,467,2025-12-01,2,27.0,12.0,5.785714286,54.0,2025-06-01,Prescription
2025-06-04,Crocin Advance,847,2026-05-01,6,20.16,12.0,12.96,120.96,2025-06-01,Prescription
2025-06-04,Betadine Ointment,423,2026-05-01,4,97.0,12.0,41.57142857,388.0,2025-06-01,Prescription
2025-06-04,ORS Sachet,903,2025-12-01,15,46.59,12.0,74.87678571,698.85,2025-06-01,Prescription
2025-06-04,Amlodipine 5mg,401/832,2026-01-01,6,83.9,12.0,53.93571429,503.4,2025-06-01,Prescription
2025-06-05,Allegra 120mg,682,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-06-01,Prescription
2025-06-05,Ranitidine 150mg,128,2025-12-01,7,13.65,12.0,10.2375,95.55,2025-06-01,Prescription
2025-06-05,Omeprazole 20mg,484,2026-12-01,7,32.14,12.0,24.105,224.98,2025-06-01,Prescription
2025-06-05,Salbutamol Inhaler,239,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-06-01,Prescription
2025-06-05,Pantoprazole 40mg,295,2026-04-01,5,153.15,12.0,82.04464286,765.75,2025-06-01,Prescription
2025-06-05,Tetanus Toxoid,138,2028-04-01,10,11.35,12.0,12.16071429,113.5,2025-06-01,Prescription
2025-06-06,Crocin Advance,847,2026-05-01,3,20.16,12.0,6.48,60.48,2025-06-01,Prescription
2025-06-06,Surgical Gloves,607,2027-01-01,7,83.0,12.0,62.25,581.0,2025-06-01,Prescription
2025-06-06,Atorvastatin 10mg,348,2026-05-01,8,55.32,12.0,47.41714286,442.56,2025-06-01,Prescription
2025-06-06,Ibuprofen 400mg,568,2026-07-01,1,12.88,12.0,1.38,12.88,2025-06-01,Prescription
2025-06-06,Vitamin C Tablets,703,2026-01-01,5,24.86,12.0,13.31785714,124.3,2025-06-01,OTC
2025-06-06,Pantoprazole 40mg,497,2026-04-01,10,153.15,12.0,164.0892857,1531.5,2025-06-01,Prescription
2025-06-06,Amoxicillin 250mg,703,2027-07-01,1,40.99,12.0,4.391785714,40.99,2025-06-01,Prescription
2025-06-07,Bandage Roll,570,2026-12-01,7,22.0,12.0,16.5,154.0,2025-06-01,Prescription
2025-06-07,Thermometer,347,,6,190.0,12.0,122.1428571,1140.0,2025-06-01,Prescription
2025-06-07,Nicotine Patch,711,2025-08-01,6,85.57,12.0,55.00928571,513.42,2025-06-01,Prescription
2025-06-07,Prednisolone 10mg,467,2025-12-01,4,27.0,12.0,11.57142857,108.0,2025-06-01,Prescription
2025-06-07,Domperidone 10mg,894,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-06-01,Prescription
2025-06-07,Allegra 120mg,682/872,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-06-01,Prescription
2025-06-07,Combiflam,322,2026-06-01,3,55.71,12.0,17.90678571,167.13,2025-06-01,Prescription
2025-06-07,Loperamide 2mg,440,2026-04-01,4,25.48,12.0,10.92,101.92,2025-06-01,Prescription
2025-06-07,Hand Sanitizer,295,2026-01-01,4,30.0,12.0,12.85714286,120.0,2025-06-01,OTC
2025-06-07,Losartan 50mg,246,2027-01-01,9,96.55,12.0,93.10178571,868.95,2025-06-01,Prescription
2025-06-08,N95 Mask,537,2025-12-01,6,28.0,12.0,18.0,168.0,2025-06-01,Prescription
2025-06-08,Combiflam,509,2026-06-01,6,55.71,12.0,35.81357143,334.26,2025-06-01,Prescription
2025-06-08,Clotrimazole Cream,225,2026-05-01,7,302.5,12.0,226.875,2117.5,2025-06-01,OTC
2025-06-08,Paracetamol 500mg,648,2026-01-01,12,10.08,12.0,12.96,120.96,2025-06-01,Prescription
2025-06-08,Dexamethasone 4mg,659,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-06-01,Prescription
2025-06-08,Dolo 650mg,453,2026-01-01,7,33.76,12.0,25.32,236.32,2025-06-01,Prescription
2025-06-08,Chlorpheniramine,929,2026-12-01,5,102.29,12.0,54.79821429,511.45,2025-06-01,Prescription
2025-06-09,Thermometer,347,,6,190.0,12.0,122.1428571,1140.0,2025-06-01,Prescription
2025-06-09,Amlodipine 5mg,832,2026-05-01,1,83.9,12.0,8.989285714,83.9,2025-06-01,Prescription
2025-06-09,Volini Gel,144,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-06-01,OTC
2025-06-09,Clotrimazole Cream,225,2026-05-01,8,302.5,12.0,259.2857143,2420.0,2025-06-01,OTC
2025-06-09,Omeprazole 20mg,484,2026-12-01,6,32.14,12.0,20.66142857,192.84,2025-06-01,Prescription
2025-06-10,Vitamin C Tablets,176,2026-01-01,10,24.86,12.0,26.63571429,248.6,2025-06-01,OTC
2025-06-10,Zincovit,644,2026-03-01,2,115.0,12.0,24.64285714,230.0,2025-06-01,Prescription
2025-06-10,Hand Sanitizer,295,2026-01-01,5,30.0,12.0,16.07142857,150.0,2025-06-01,OTC
2025-06-10,Domperidone 10mg,894,2026-04-01,2,25.86,12.0,5.541428571,51.72,2025-06-01,Prescription
2025-06-10,Glibenclamide 5mg,493,2026-06-01,9,48.75,12.0,47.00892857,438.75,2025-06-01,Prescription
2025-06-10,Combiflam,509,2026-06-01,2,55.71,12.0,11.93785714,111.42,2025-06-01,Prescription
2025-06-10,Dolo 650mg,453,2026-01-01,5,33.76,12.0,18.08571429,168.8,2025-06-01,Prescription
2025-06-10,Domperidone 10mg,329,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-06-01,Prescription
2025-06-11,Dolo 650mg,453/145,2026-01-01,3,33.76,12.0,10.85142857,101.28,2025-06-01,Prescription
2025-06-11,Domperidone 10mg,329,2026-04-01,7,25.86,12.0,19.395,181.02,2025-06-01,Prescription
2025-06-11,Becosules,616,2026-04-01,10,60.49,12.0,64.81071429,604.9,2025-06-01,Prescription
2025-06-11,Vitamin C Tablets,176,2026-01-01,6,24.86,12.0,15.98142857,149.16,2025-06-01,OTC
2025-06-11,N95 Mask,537,2025-12-01,7,28.0,12.0,21.0,196.0,2025-06-01,Prescription
2025-06-11,Pantoprazole 40mg,497,2026-04-01,9,153.15,12.0,147.6803571,1378.35,2025-06-01,Prescription
2025-06-11,Losartan 50mg,993,2027-01-01,10,96.55,12.0,103.4464286,965.5,2025-06-01,Prescription
2025-06-11,Prednisolone 10mg,467,2025-12-01,1,27.0,12.0,2.892857143,27.0,2025-06-01,Prescription
2025-06-12,Nicotine Patch,711,2025-08-01,5,85.57,12.0,45.84107143,427.85,2025-06-01,Prescription
2025-06-12,Tetanus Toxoid,138,2028-04-01,8,11.35,12.0,9.728571429,90.8,2025-06-01,Prescription
2025-06-12,Losartan 50mg,993,2027-01-01,6,96.55,12.0,62.06785714,579.3,2025-06-01,Prescription
2025-06-12,Azithromycin 500mg,768,2026-07-01,6,79.16,12.0,50.88857143,474.96,2025-06-01,Prescription
2025-06-12,Clotrimazole Cream,137,2026-05-01,5,302.5,12.0,162.0535714,1512.5,2025-06-01,OTC
2025-06-12,Allegra 120mg,872,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-06-01,Prescription
2025-06-12,Salbutamol Inhaler,912,2026-01-01,9,73.26,12.0,70.64357143,659.34,2025-06-01,Prescription
2025-06-12,Azithromycin 500mg,768,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-06-01,Prescription
2025-06-13,Avil 25mg,196,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-06-01,Prescription
2025-06-13,N95 Mask,537,2025-12-01,2,28.0,12.0,6.0,56.0,2025-06-01,Prescription
2025-06-13,Amoxicillin 250mg,495,2027-08-01,3,40.99,12.0,13.17535714,122.97,2025-06-01,Prescription
2025-06-13,Thermometer,347,,8,190.0,12.0,162.8571429,1520.0,2025-06-01,Prescription
2025-06-13,Crocin Advance,847,2026-05-01,7,20.16,12.0,15.12,141.12,2025-06-01,Prescription
2025-06-13,Chlorpheniramine,232,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-06-01,Prescription
2025-06-13,Crocin Advance,847,2026-05-01,3,20.16,12.0,6.48,60.48,2025-06-01,Prescription
2025-06-13,Chlorpheniramine,232,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-06-01,Prescription
2025-06-14,Vitamin C Tablets,992,2026-01-01,7,24.86,12.0,18.645,174.02,2025-06-01,OTC
2025-06-14,Becosules,440,2026-04-01,10,60.49,12.0,64.81071429,604.9,2025-06-01,Prescription
2025-06-14,Omeprazole 20mg,426,2026-12-01,8,32.14,12.0,27.54857143,257.12,2025-06-01,Prescription
2025-06-14,Tetanus Toxoid,138,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-06-01,Prescription
2025-06-14,Avil 25mg,196,2026-12-01,7,13.25,12.0,9.9375,92.75,2025-06-01,Prescription
2025-06-14,Pantoprazole 40mg,497,2026-04-01,6,153.15,12.0,98.45357143,918.9,2025-06-01,Prescription
2025-06-14,ORS Sachet,903,2025-12-01,8,99.1,12.0,84.94285714,792.8,2025-06-01,Prescription
2025-06-14,Salbutamol Inhaler,912,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-06-01,Prescription
2025-06-14,Thyroxine 50mcg,273,2027-04-01,10,140.83,12.0,150.8892857,1408.3,2025-06-01,Prescription
2025-06-14,Ivermectin 12mg,395,2026-04-01,8,177.95,12.0,152.5285714,1423.6,2025-06-01,Prescription
2025-06-15,Multivitamin Syrup,737,2025-12-01,8,170.0,12.0,145.7142857,1360.0,2025-06-01,OTC
2025-06-15,Hand Sanitizer,599,2026-01-01,7,30.0,12.0,22.5,210.0,2025-06-01,OTC
2025-06-15,Loperamide 2mg,575,2026-04-01,5,25.48,12.0,13.65,127.4,2025-06-01,Prescription
2025-06-15,Ranitidine 150mg,128,2025-12-01,7,13.65,12.0,10.2375,95.55,2025-06-01,Prescription
2025-06-15,Hand Sanitizer,599,2026-01-01,3,30.0,12.0,9.642857143,90.0,2025-06-01,OTC
2025-06-15,Dolo 650mg,145,2026-01-01,9,33.76,12.0,32.55428571,303.84,2025-06-01,Prescription
2025-06-16,Amoxicillin 250mg,495,2027-08-01,4,40.99,12.0,17.56714286,163.96,2025-06-01,Prescription
2025-06-16,Ranitidine 150mg,128,2025-12-01,6,13.65,12.0,8.775,81.9,2025-06-01,Prescription
2025-06-16,Erythromycin 250mg,904,2026-04-01,6,60.0,12.0,38.57142857,360.0,2025-06-01,Prescription
2025-06-16,Betadine Ointment,578,2026-05-01,3,97.0,12.0,31.17857143,291.0,2025-06-01,Prescription
2025-06-16,Surgical Gloves,299,2027-01-01,7,83.0,12.0,62.25,581.0,2025-06-01,Prescription
2025-06-16,N95 Mask,537,2025-12-01,8,28.0,12.0,24.0,224.0,2025-06-01,Prescription
2025-06-16,ORS Sachet,398,2025-12-01,9,11.46,12.0,11.05071429,103.14,2025-06-01,Prescription
2025-06-16,Zincovit,644,2026-03-01,7,115.0,12.0,86.25,805.0,2025-06-01,Prescription
2025-06-16,Losartan 50mg,993,2027-01-01,9,96.55,12.0,93.10178571,868.95,2025-06-01,Prescription
2025-06-17,Montelukast 10mg,791,2027-01-01,9,140.0,12.0,135.0,1260.0,2025-06-01,Prescription
2025-06-17,Paracetamol 500mg,765,2026-01-01,16,10.08,12.0,17.28,161.28,2025-06-01,Prescription
2025-06-17,Thermometer,463,,5,190.0,12.0,101.7857143,950.0,2025-06-01,Prescription
2025-06-17,Loperamide 2mg,575,2026-04-01,10,25.48,12.0,27.3,254.8,2025-06-01,Prescription
2025-06-17,Combiflam,509,2026-06-01,10,55.71,12.0,59.68928571,557.1,2025-06-01,Prescription
2025-06-17,Amlodipine 5mg,832,2026-05-01,4,83.9,12.0,35.95714286,335.6,2025-06-01,Prescription
2025-06-17,Allegra 120mg,872,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-06-01,Prescription
2025-06-17,Erythromycin 250mg,904,2026-04-01,4,60.0,12.0,25.71428571,240.0,2025-06-01,Prescription
2025-06-17,Atorvastatin 10mg,348,2026-05-01,3,55.32,12.0,17.78142857,165.96,2025-06-01,Prescription
2025-06-17,Betadine Ointment,578,2026-05-01,3,97.0,12.0,31.17857143,291.0,2025-06-01,Prescription
2025-06-18,Losartan 50mg,171,2027-01-01,10,96.55,12.0,103.4464286,965.5,2025-06-01,Prescription
2025-06-18,Prednisolone 10mg,751,2025-12-01,6,27.0,12.0,17.35714286,162.0,2025-06-01,Prescription
2025-06-18,Salbutamol Inhaler,912,2026-01-01,2,73.26,12.0,15.69857143,146.52,2025-06-01,Prescription
2025-06-18,Insulin 30/70,865,2026-01-01,8,174.0,12.0,149.1428571,1392.0,2025-06-01,Prescription
2025-06-18,Glibenclamide 5mg,254,2026-06-01,10,48.75,12.0,52.23214286,487.5,2025-06-01,Prescription
2025-06-18,Digene,673,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-06-01,Prescription
2025-06-18,Disprin,215,2026-05-01,4,5.64,12.0,2.417142857,22.56,2025-06-01,Prescription
2025-06-18,Disprin,215,2026-05-01,8,5.64,12.0,4.834285714,45.12,2025-06-01,Prescription
2025-06-18,Combiflam,985,2026-06-01,10,55.71,12.0,59.68928571,557.1,2025-06-01,Prescription
2025-06-19,Bandage Roll,609,2027-03-01,9,26.0,12.0,25.07142857,234.0,2025-06-01,Prescription
2025-06-19,Insulin 30/70,616,2026-01-01,9,174.0,12.0,167.7857143,1566.0,2025-06-01,Prescription
2025-06-19,Betadine Ointment,578,2026-05-01,4,97.0,12.0,41.57142857,388.0,2025-06-01,Prescription
2025-06-19,Betadine Ointment,253,2026-05-01,3,97.0,12.0,31.17857143,291.0,2025-06-01,Prescription
2025-06-19,Ivermectin 12mg,569,2026-04-01,10,177.95,12.0,190.6607143,1779.5,2025-06-01,Prescription
2025-06-19,Avil 25mg,196,2026-12-01,2,13.25,12.0,2.839285714,26.5,2025-06-01,Prescription
2025-06-19,Thermometer,463,,5,190.0,12.0,101.7857143,950.0,2025-06-01,Prescription
2025-06-19,Zincovit,644,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-06-01,Prescription
2025-06-19,Hand Sanitizer,599,2026-01-01,5,30.0,12.0,16.07142857,150.0,2025-06-01,OTC
2025-06-20,Surgical Gloves,299,2027-01-01,7,83.0,12.0,62.25,581.0,2025-06-01,Prescription
2025-06-20,Calpol 500mg,536,2026-07-01,9,14.95,12.0,14.41607143,134.55,2025-06-01,Prescription
2025-06-20,Bandage Roll,609,2027-03-01,11,26.0,12.0,30.64285714,286.0,2025-06-01,Prescription
2025-06-20,Omeprazole 20mg,426,2026-12-01,7,32.14,12.0,24.105,224.98,2025-06-01,Prescription
2025-06-20,Tetanus Toxoid,138,2028-04-01,2,11.35,12.0,2.432142857,22.7,2025-06-01,Prescription
2025-06-20,Hand Sanitizer,599,2026-01-01,2,30.0,12.0,6.428571429,60.0,2025-06-01,OTC
2025-06-20,Pantoprazole 40mg,303,2026-04-01,6,153.15,12.0,98.45357143,918.9,2025-06-01,Prescription
2025-06-21,Ivermectin 12mg,337,2026-04-01,3,177.95,12.0,57.19821429,533.85,2025-06-01,Prescription
2025-06-21,Hand Sanitizer,599,2026-01-01,6,30.0,12.0,19.28571429,180.0,2025-06-01,OTC
2025-06-21,Digene,673,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-06-01,Prescription
2025-06-21,Amlodipine 5mg,218,2026-05-01,4,83.9,12.0,35.95714286,335.6,2025-06-01,Prescription
2025-06-21,Avil 25mg,196,2026-12-01,6,13.25,12.0,8.517857143,79.5,2025-06-01,Prescription
2025-06-21,Pantoprazole 40mg,303,2026-04-01,2,153.15,12.0,32.81785714,306.3,2025-06-01,Prescription
2025-06-22,Erythromycin 250mg,904,2026-04-01,5,60.0,12.0,32.14285714,300.0,2025-06-01,Prescription
2025-06-22,Salbutamol Inhaler,912,2026-01-01,3,73.26,12.0,23.54785714,219.78,2025-06-01,Prescription
2025-06-22,Combiflam,985,2026-06-01,12,55.71,12.0,71.62714286,668.52,2025-06-01,Prescription
2025-06-22,N95 Mask,537,2025-12-01,9,28.0,12.0,27.0,252.0,2025-06-01,Prescription
2025-06-22,Tetanus Toxoid,138,2028-04-01,10,11.35,12.0,12.16071429,113.5,2025-06-01,Prescription
2025-06-22,Chlorpheniramine,232,2026-12-01,6,102.29,12.0,65.75785714,613.74,2025-06-01,Prescription
2025-06-22,Crocin Advance,946,2026-05-01,10,20.16,12.0,21.6,201.6,2025-06-01,Prescription
2025-06-23,Zincovit,960,2026-03-01,7,115.0,12.0,86.25,805.0,2025-06-01,Prescription
2025-06-23,Dexamethasone 4mg,659,2026-04-01,7,40.0,12.0,30.0,280.0,2025-06-01,Prescription
2025-06-23,Hydroxychloroquine 200mg,732,2026-04-01,7,108.7,12.0,81.525,760.9,2025-06-01,Prescription
2025-06-23,Hand Sanitizer,599,2026-01-01,9,30.0,12.0,28.92857143,270.0,2025-06-01,OTC
2025-06-23,Tetanus Toxoid,182,2028-04-01,4,11.35,12.0,4.864285714,45.4,2025-06-01,Prescription
2025-06-24,Erythromycin 250mg,943,2026-04-01,9,60.0,12.0,57.85714286,540.0,2025-06-01,Prescription
2025-06-24,Ibuprofen 400mg,442,2026-07-01,9,12.88,12.0,12.42,115.92,2025-06-01,Prescription
2025-06-24,Allegra 120mg,872,2026-07-01,5,264.72,12.0,141.8142857,1323.6,2025-06-01,Prescription
2025-06-24,Domperidone 10mg,266,2026-04-01,8,25.86,12.0,22.16571429,206.88,2025-06-01,Prescription
2025-06-24,Disprin,215,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-06-01,Prescription
2025-06-25,Volini Gel,961,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-06-01,OTC
2025-06-25,Clotrimazole Cream,137,2026-05-01,6,302.5,12.0,194.4642857,1815.0,2025-06-01,OTC
2025-06-25,Nicotine Patch,656,2026-08-01,8,85.57,12.0,73.34571429,684.56,2025-06-01,Prescription
2025-06-25,Thyroxine 50mcg,273,2027-04-01,4,140.83,12.0,60.35571429,563.32,2025-06-01,Prescription
2025-06-25,Glibenclamide 5mg,254,2026-06-01,8,48.75,12.0,41.78571429,390.0,2025-06-01,Prescription
2025-06-25,Amoxicillin 250mg,495,2027-08-01,8,40.99,12.0,35.13428571,327.92,2025-06-01,Prescription
2025-06-26,Tetanus Toxoid,182,2028-04-01,3,11.35,12.0,3.648214286,34.05,2025-06-01,Prescription
2025-06-26,Crocin Advance,946,2026-05-01,8,20.16,12.0,17.28,161.28,2025-06-01,Prescription
2025-06-26,Surgical Gloves,299,2027-01-01,6,83.0,12.0,53.35714286,498.0,2025-06-01,Prescription
2025-06-26,Glibenclamide 5mg,502,2026-06-01,6,48.75,12.0,31.33928571,292.5,2025-06-01,Prescription
2025-06-26,Azithromycin 500mg,768,2026-07-01,9,79.16,12.0,76.33285714,712.44,2025-06-01,Prescription
2025-06-26,Loperamide 2mg,575,2026-04-01,10,25.48,12.0,27.3,254.8,2025-06-01,Prescription
2025-06-26,Avil 25mg,979,2026-12-01,1,13.25,12.0,1.419642857,13.25,2025-06-01,Prescription
2025-06-26,Domperidone 10mg,266,2026-04-01,9,25.86,12.0,24.93642857,232.74,2025-06-01,Prescription
2025-06-27,Salbutamol Inhaler,912,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-06-01,Prescription
2025-06-27,Hand Sanitizer,599,2026-01-01,5,30.0,12.0,16.07142857,150.0,2025-06-01,OTC
2025-06-27,Chlorpheniramine,232,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-06-01,Prescription
2025-06-27,Disprin,292,2026-05-01,8,5.64,12.0,4.834285714,45.12,2025-06-01,Prescription
2025-06-27,Crocin Advance,946,2026-05-01,8,20.16,12.0,17.28,161.28,2025-06-01,Prescription
2025-06-27,Omeprazole 20mg,532,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-06-01,Prescription
2025-06-28,Avil 25mg,979,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-06-01,Prescription
2025-06-28,Paracetamol 500mg,765,2026-01-01,13,10.08,12.0,14.04,131.04,2025-06-01,Prescription
2025-06-28,Volini Gel,961,2026-01-01,1,265.0,12.0,28.39285714,265.0,2025-06-01,OTC
2025-06-28,Allegra 120mg,872/394,2026-07-01,4,264.72,12.0,113.4514286,1058.88,2025-06-01,Prescription
2025-06-28,Nicotine Patch,656,2026-08-01,7,85.57,12.0,64.1775,598.99,2025-06-01,Prescription
2025-06-28,Ciprofloxacin 500mg,452,2026-04-01,5,47.49,12.0,25.44107143,237.45,2025-06-01,Prescription
2025-06-28,Calpol 500mg,914,2026-07-01,3,14.95,12.0,4.805357143,44.85,2025-06-01,Prescription
2025-06-28,Loperamide 2mg,567,2026-04-01,7,25.48,12.0,19.11,178.36,2025-06-01,Prescription
2025-06-28,Thermometer,386,,3,190.0,12.0,61.07142857,570.0,2025-06-01,Prescription
2025-06-29,Zincovit,960,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-06-01,Prescription
2025-06-29,Chlorpheniramine,829,2026-12-01,8,102.29,12.0,87.67714286,818.32,2025-06-01,Prescription
2025-06-29,Amoxicillin 250mg,495,2027-08-01,4,40.99,12.0,17.56714286,163.96,2025-06-01,Prescription
2025-06-29,Avil 25mg,979,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-06-01,Prescription
2025-06-29,Thyroxine 50mcg,273,2027-04-01,6,140.83,12.0,90.53357143,844.98,2025-06-01,Prescription
2025-06-29,Prednisolone 10mg,751,2025-12-01,8,27.0,12.0,23.14285714,216.0,2025-06-01,Prescription
2025-06-29,Zincovit,960,2026-03-01,4,115.0,12.0,49.28571429,460.0,2025-06-01,Prescription
2025-06-29,Dolo 650mg,145,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-06-01,Prescription
2025-06-30,Allegra 120mg,394,2026-07-01,3,264.72,12.0,85.08857143,794.16,2025-06-01,Prescription
2025-06-30,Prednisolone 10mg,751,2025-12-01,6,27.0,12.0,17.35714286,162.0,2025-06-01,Prescription
2025-06-30,Zincovit,960,2026-03-01,1,115.0,12.0,12.32142857,115.0,2025-06-01,Prescription
2025-06-30,Thermometer,386,,7,190.0,12.0,142.5,1330.0,2025-06-01,Prescription
2025-06-30,Thyroxine 50mcg,406,2027-04-01,9,140.83,12.0,135.8003571,1267.47,2025-06-01,Prescription
2025-06-30,Azithromycin 500mg,768,2026-07-01,2,79.16,12.0,16.96285714,158.32,2025-06-01,Prescription
2025-06-30,Dexamethasone 4mg,659,2026-04-01,10,40.0,12.0,42.85714286,400.0,2025-06-01,Prescription
2025-06-30,Ranitidine 150mg,912,2025-12-01,4,13.65,12.0,5.85,54.6,2025-06-01,Prescription
2025-06-30,Atorvastatin 10mg,485,2026-05-01,9,55.32,12.0,53.34428571,497.88,2025-06-01,Prescription
2025-06-30,Calpol 500mg,914,2026-07-01,9,14.95,12.0,14.41607143,134.55,2025-06-01,Prescription
2025-07-01,Avil 25mg,979,2026-12-01,3,13.25,12.0,4.258928571,39.75,2025-07-01,Prescription
2025-07-01,Disprin,292,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-07-01,Prescription
2025-07-01,Chlorpheniramine,829,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-07-01,Prescription
2025-07-01,ORS Sachet,398,2025-12-01,4,30.5,12.0,13.07142857,122.0,2025-07-01,Prescription
2025-07-01,Ivermectin 12mg,337/169,2026-04-01,5,177.95,12.0,95.33035714,889.75,2025-07-01,Prescription
2025-07-01,Vitamin C Tablets,992,2026-01-01,7,24.86,12.0,18.645,174.02,2025-07-01,OTC
2025-07-01,Thyroxine 50mcg,406,2027-04-01,4,140.83,12.0,60.35571429,563.32,2025-07-01,Prescription
2025-07-01,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-07-01,Prescription
2025-07-01,Volini Gel,961,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-07-01,OTC
2025-07-01,Ranitidine 150mg,912,2025-12-01,9,13.65,12.0,13.1625,122.85,2025-07-01,Prescription
2025-07-02,Cetirizine 10mg,173,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-07-01,Prescription
2025-07-02,Crocin Advance,946,2026-05-01,6,20.16,12.0,12.96,120.96,2025-07-01,Prescription
2025-07-02,Paracetamol 500mg,765,2026-01-01,12,10.08,12.0,12.96,120.96,2025-07-01,Prescription
2025-07-02,Multivitamin Syrup,737,2025-12-01,6,170.0,12.0,109.2857143,1020.0,2025-07-01,OTC
2025-07-02,Ciprofloxacin 500mg,452,2026-04-01,9,47.49,12.0,45.79392857,427.41,2025-07-01,Prescription
2025-07-02,Betadine Ointment,253,2026-05-01,2,97.0,12.0,20.78571429,194.0,2025-07-01,Prescription
2025-07-02,Crocin Advance,946/120,2026-05-01,9,20.16,12.0,19.44,181.44,2025-07-01,Prescription
2025-07-02,Zincovit,960,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-07-01,Prescription
2025-07-02,Dolo 650mg,145,2026-01-01,5,33.76,12.0,18.08571429,168.8,2025-07-01,Prescription
2025-07-03,Amlodipine 5mg,218/353,2026-01-01,9,83.9,12.0,80.90357143,755.1,2025-07-01,Prescription
2025-07-03,Calpol 500mg,914,2026-07-01,8,14.95,12.0,12.81428571,119.6,2025-07-01,Prescription
2025-07-03,Cetirizine 10mg,173,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-07-01,Prescription
2025-07-03,Levocetirizine 5mg,251,2026-12-01,10,35.0,12.0,37.5,350.0,2025-07-01,Prescription
2025-07-03,Avil 25mg,979,2026-12-01,5,13.25,12.0,7.098214286,66.25,2025-07-01,Prescription
2025-07-03,Erythromycin 250mg,943,2026-04-01,6,60.0,12.0,38.57142857,360.0,2025-07-01,Prescription
2025-07-03,Azithromycin 500mg,768,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-07-01,Prescription
2025-07-03,Crocin Advance,120,2026-05-01,8,20.16,12.0,17.28,161.28,2025-07-01,Prescription
2025-07-03,Dexamethasone 4mg,659,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-07-01,Prescription
2025-07-03,Prednisolone 10mg,751,2025-12-01,7,27.0,12.0,20.25,189.0,2025-07-01,Prescription
2025-07-04,Volini Gel,961,2026-01-01,3,265.0,12.0,85.17857143,795.0,2025-07-01,OTC
2025-07-04,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-07-01,Prescription
2025-07-04,Zincovit,960,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-07-01,Prescription
2025-07-04,Nicotine Patch,656,2026-08-01,5,85.57,12.0,45.84107143,427.85,2025-07-01,Prescription
2025-07-04,Thermometer,386,,5,190.0,12.0,101.7857143,950.0,2025-07-01,Prescription
2025-07-04,Insulin 30/70,616,2026-01-01,3,174.0,12.0,55.92857143,522.0,2025-07-01,Prescription
2025-07-04,Multivitamin Syrup,882,2025-12-01,6,170.0,12.0,109.2857143,1020.0,2025-07-01,OTC
2025-07-04,Ranitidine 150mg,801,2025-12-01,6,13.65,12.0,8.775,81.9,2025-07-01,Prescription
2025-07-05,Tetanus Toxoid,182,2028-04-01,8,11.35,12.0,9.728571429,90.8,2025-07-01,Prescription
2025-07-05,Erythromycin 250mg,546,2026-04-01,8,60.0,12.0,51.42857143,480.0,2025-07-01,Prescription
2025-07-05,Calpol 500mg,914/355,2026-07-01,3,14.95,12.0,4.805357143,44.85,2025-07-01,Prescription
2025-07-05,Omeprazole 20mg,532,2026-12-01,1,32.14,12.0,3.443571429,32.14,2025-07-01,Prescription
